WC_TA,RE_TA,EBIT_TA,MVE_BVTD,S_TA,Industry,Rating
-0.013,-0.217,0.037,0.423,0.101,5,'B'
0.013,-0.442,0.024,0.258,0.103,7,'CCC'
0.015,0.141,0.036,1.807,0.454,8,'A'
0.062,0.219,0.056,1.039,0.199,7,'BB'
0.219,0.309,0.056,1.083,0.208,6,'BBB'
0.3,0.403,0.081,2.164,0.223,4,'AA'
0.118,0.219,0.038,4.559,0.755,9,'AAA'
0.318,0.35,0.079,1.27,0.237,1,'BBB'
-0.016,-0.048,0.029,0.517,0.174,8,'BB'
0.136,0.164,0.054,0.925,0.214,6,'BBB'
0.121,0.203,0.054,0.431,0.161,2,'BB'
0.139,0.218,0.058,1.073,0.379,3,'BBB'
0.006,0.148,0.039,2.16,0.402,2,'BBB'
0.239,0.234,0.061,0.912,0.197,9,'BB'
0.034,0.144,0.045,0.706,0.223,2,'BB'
0.382,0.6,0.086,4.126,0.684,9,'AAA'
0.237,0.323,0.062,1.68,0.288,3,'A'
0.119,0.064,0.061,0.223,0.089,6,'BB'
-0.111,0.085,-0.001,3.257,0.493,1,'AA'
0.184,0.043,0.052,0.378,0.088,3,'BB'
0.046,0.057,0.044,0.721,0.163,10,'BB'
0.044,0.171,0.044,0.898,0.304,12,'BBB'
0.336,0.561,0.08,3.642,0.525,5,'AAA'
0.288,0.622,0.066,6.203,0.792,10,'AAA'
0.148,0.291,0.057,2.304,0.398,6,'AA'
0.038,-0.547,0.038,0.062,0.092,4,'CCC'
0.093,0.082,0.047,0.755,0.229,11,'BBB'
0.029,0.132,0.036,1.012,0.277,5,'BBB'
0.235,0.337,0.063,2.464,0.317,8,'A'
0.022,-0.079,0.037,0.306,0.132,7,'B'
0.047,0.296,0.048,4.271,0.56,8,'AAA'
0.3,0.098,0.078,0.095,0.041,7,'BB'
0.152,0.42,0.054,4.549,0.419,1,'AAA'
0.111,0.185,0.054,1.042,0.209,3,'BBB'
0.197,0.375,0.053,2.589,0.358,12,'AA'
0.243,0.306,0.06,1.215,0.343,8,'BBB'
0.249,0.285,0.065,1.32,0.167,1,'BBB'
0.27,0.38,0.068,1.418,0.246,8,'A'
0.011,0.04,0.034,0.497,0.195,1,'BB'
0.177,0.421,0.061,3.277,0.477,8,'AA'
-0.027,-0.305,0.016,0.259,0.135,6,'B'
0.39,0.371,0.083,1.146,0.367,12,'A'
-0.031,-0.08,0.028,0.436,0.22,5,'B'
0.082,-0.044,0.057,0.185,0.092,3,'BB'
-0.046,0.044,0.03,1.032,0.22,6,'BBB'
0.168,0.394,0.057,2.567,0.384,8,'AA'
0.196,0.394,0.065,1.806,0.302,4,'BBB'
0.422,0.572,0.089,2.318,0.188,5,'AA'
-0.075,-0.112,0.017,0.595,0.215,8,'BB'
0.149,0.153,0.05,1.572,0.411,10,'BBB'
0.516,0.576,0.106,2.121,0.307,8,'A'
0.146,0.182,0.053,0.902,0.188,2,'BB'
0.112,0.191,0.052,0.877,0.16,9,'BBB'
0.012,-0.134,0.036,0.375,0.13,2,'B'
0.097,0.182,0.045,0.907,0.189,11,'BBB'
0.205,0.41,0.062,2.341,0.404,8,'A'
0.023,0.008,0.038,0.418,0.132,5,'BB'
-0.023,-0.039,0.021,0.487,0.193,10,'B'
0.091,0.117,0.043,0.909,0.264,1,'BB'
-0.085,-0.092,0.02,0.706,0.201,4,'BB'
0.04,-0.006,0.039,0.341,0.13,10,'BB'
-0.052,-0.199,0.017,0.333,0.153,5,'B'
0.063,0.131,0.041,0.843,0.29,2,'BB'
0.18,0.124,0.057,0.447,0.21,9,'BB'
0.318,0.551,0.07,4.573,0.339,11,'AAA'
0.054,0.112,0.06,0.45,0.184,3,'BBB'
0.363,0.642,0.083,6.293,0.976,2,'AAA'
0.158,0.174,0.054,1.03,0.302,1,'BBB'
0.391,0.437,0.081,0.804,0.177,3,'BBB'
0.002,-0.381,0.038,0.124,0.068,9,'CCC'
0.378,0.638,0.076,6.786,0.777,9,'AAA'
0.254,0.348,0.068,1.845,0.272,6,'A'
0.012,0.066,0.034,0.627,0.233,9,'BB'
0.339,0.441,0.076,0.806,0.168,1,'BBB'
0.178,0.32,0.06,2.799,0.366,5,'AA'
-0.881,-1.894,-0.248,0.219,0.11,7,'CCC'
-0.07,-0.693,0.016,0.131,0.095,7,'B'
0.035,0.187,0.038,2.187,0.445,5,'A'
0.355,0.481,0.081,1.623,0.242,11,'A'
0.149,0.311,0.054,2.655,0.354,10,'AA'
-0.043,0.098,0.026,2.965,0.484,2,'AA'
-0.027,0.025,0.027,1.471,0.468,9,'BB'
0.116,0.246,0.049,1.542,0.423,1,'BBB'
0.004,0.085,0.044,0.695,0.212,12,'BB'
0.041,0.269,0.042,0.716,0.222,4,'BBB'
0.146,0.356,0.054,3.629,0.507,1,'AAA'
0.267,0.356,0.064,1.945,0.31,12,'AA'
-0.11,-0.025,0.005,0.966,0.322,11,'BBB'
0.346,0.375,0.087,1.342,0.236,6,'A'
0.129,0.136,0.051,0.689,0.178,2,'BB'
0.45,0.71,0.093,6.322,0.68,8,'AAA'
0.051,0.131,0.044,0.725,0.227,4,'BB'
0.269,0.661,0.064,5.876,0.642,4,'AAA'
0.114,0.129,0.054,0.662,0.141,3,'BB'
-0.053,-0.301,0.015,0.193,0.109,7,'B'
-0.157,-0.623,-0.006,0.202,0.124,9,'CCC'
-0.045,-0.129,0.021,0.281,0.106,6,'BB'
0.337,0.433,0.073,1.281,0.287,3,'A'
0.176,0.396,0.071,4.464,0.61,4,'AAA'
0.123,0.269,0.047,1.13,0.212,3,'A'
0.037,0.147,0.039,1.7,0.502,11,'BBB'
-0.028,0.033,0.032,0.988,0.179,11,'BB'
0.267,0.204,0.061,1.114,0.177,2,'BBB'
0.052,0.02,0.046,0.623,0.17,5,'BB'
0.036,0.136,0.038,0.694,0.26,4,'B'
0.06,0.24,0.044,1.58,0.273,9,'BBB'
0.109,0.167,0.051,0.816,0.282,1,'BB'
0.354,0.14,0.093,0.289,0.075,9,'BB'
-0.016,0.208,0.035,4.405,0.734,2,'AAA'
-0.106,-0.01,-0.004,0.824,0.284,8,'BB'
0.247,0.275,0.064,0.901,0.217,6,'BBB'
0.181,0.355,0.061,2.171,0.263,7,'AA'
0.002,-0.051,0.03,0.395,0.159,4,'B'
0.007,-0.216,0.036,0.28,0.088,11,'B'
0.375,0.237,0.08,0.19,0.076,3,'BB'
-0.093,-0.012,0.018,1.532,0.345,3,'A'
0.454,0.661,0.107,2.724,0.314,9,'AA'
0.177,0.301,0.061,2.081,0.269,12,'A'
-0.018,0.158,0.037,0.77,0.176,4,'BB'
-0.019,0.175,0.03,2.56,0.4,8,'AA'
0.342,0.397,0.075,1.89,0.383,11,'A'
0.101,0.561,0.049,7.204,0.876,9,'AAA'
0.21,0.232,0.06,0.797,0.153,5,'BBB'
-0.087,-0.392,0.01,0.219,0.11,7,'B'
0.008,-0.082,0.035,0.124,0.083,3,'B'
0.127,0.239,0.055,1.417,0.195,8,'A'
0.073,0.233,0.046,1.648,0.283,12,'A'
0.294,0.325,0.067,1.172,0.199,2,'BBB'
0.288,0.278,0.08,1.3,0.227,4,'BBB'
0.287,0.344,0.071,0.974,0.261,2,'BBB'
0.111,0.121,0.043,0.753,0.178,8,'BB'
-0.004,0.213,0.029,3.314,0.34,7,'AA'
0.046,0.152,0.04,1.451,0.267,2,'BBB'
0.215,0.444,0.057,3.1,0.392,7,'AAA'
0.117,0.163,0.055,0.251,0.088,3,'BB'
0.098,0.119,0.048,0.611,0.322,9,'B'
0.032,-0.032,0.038,0.526,0.226,4,'BB'
0.134,0.31,0.055,3.784,0.442,12,'AAA'
0.548,0.764,0.101,1.772,0.245,3,'AA'
-0.011,-0.595,0.022,0.033,0.061,5,'CCC'
0.01,0.125,0.033,0.783,0.192,9,'BB'
0.133,0.238,0.053,1.443,0.324,3,'BBB'
0.26,0.383,0.064,1.454,0.329,10,'BBB'
0.203,0.424,0.066,3.94,0.505,11,'AAA'
0.459,0.692,0.089,2.708,0.204,2,'AA'
0.086,0.385,0.046,3.324,0.412,7,'AAA'
0.245,0.431,0.062,2.372,0.445,3,'AA'
0.433,0.128,0.088,0.162,0.122,8,'BB'
0.084,0.298,0.047,2.411,0.361,9,'A'
0.262,0.412,0.065,2.807,0.416,6,'AA'
0.122,0.284,0.049,2,0.197,3,'AA'
0.21,0.529,0.067,2.853,0.477,5,'AA'
-0.033,-0.077,0.025,1.344,0.301,10,'BBB'
0.191,0.481,0.063,3.248,0.587,7,'AA'
-0.09,-0.024,0.002,0.674,0.288,11,'BB'
0.023,0.089,0.036,1.128,0.337,9,'BB'
0.048,0.18,0.043,1.091,0.307,11,'BBB'
0.088,0.095,0.052,0.746,0.187,7,'BBB'
0.195,0.171,0.061,1.384,0.182,3,'BBB'
0.075,0.132,0.054,0.488,0.124,5,'BB'
0.303,0.44,0.091,3.158,0.372,3,'AAA'
0.381,0.47,0.082,1.786,0.236,3,'A'
0.321,0.289,0.075,0.631,0.134,11,'BB'
0.258,0.421,0.074,2.543,0.359,5,'AA'
0.167,0.2,0.053,1.115,0.256,5,'BBB'
0.198,0.614,0.064,12.775,0.796,7,'AAA'
0.109,0.265,0.054,1.697,0.345,9,'A'
0.101,0.127,0.044,0.603,0.181,8,'B'
0.233,0.251,0.06,0.965,0.25,6,'BBB'
0.204,0.375,0.06,1.778,0.307,8,'A'
0.247,0.493,0.061,4.645,0.794,6,'AAA'
-0.026,0.054,0.026,1.044,0.32,7,'BBB'
-0.068,0.022,0.021,1.151,0.258,5,'BB'
0.145,0.343,0.051,2.336,0.443,1,'A'
-0.077,-0.122,0.016,0.437,0.217,11,'BB'
0.128,0.179,0.055,0.77,0.205,4,'BBB'
0.261,0.22,0.059,0.867,0.196,4,'BB'
0.131,0.242,0.055,1.099,0.235,6,'BBB'
0.173,0.405,0.043,4.899,0.475,3,'AAA'
0.136,-0.409,0.057,0.153,0.073,1,'B'
-0.091,-0.241,0.008,0.564,0.227,3,'B'
0.159,0.186,0.057,0.643,0.162,2,'BB'
0.025,0.026,0.035,0.353,0.114,6,'BB'
0.233,0.237,0.07,1.202,0.294,9,'BBB'
0.288,0.217,0.065,0.609,0.179,3,'BB'
0.122,0.21,0.051,1.941,0.475,2,'A'
-0.026,-0.046,0.032,0.393,0.129,2,'B'
0.089,0.124,0.045,0.589,0.224,10,'BB'
-0.118,-0.861,0.017,0.096,0.116,6,'CCC'
-0.066,0.003,0.019,1.117,0.288,10,'BBB'
0.072,0.102,0.045,0.504,0.114,7,'BB'
0.052,0.24,0.043,1.455,0.355,10,'BBB'
0.323,0.316,0.085,1.09,0.384,2,'BBB'
0.07,0.03,0.044,0.436,0.168,3,'BB'
-0.156,0.001,-0.019,3.844,0.484,3,'AAA'
0.055,0.057,0.042,0.353,0.113,11,'BB'
0.062,0.154,0.05,0.825,0.186,7,'BBB'
0.223,0.496,0.076,4.424,0.483,10,'AAA'
-0.108,-0.174,0.01,0.44,0.194,12,'B'
0.226,0.245,0.048,2.035,0.542,2,'BBB'
0.264,0.382,0.075,1.481,0.393,8,'A'
0.373,0.618,0.08,3.197,0.412,9,'AA'
0.219,0.358,0.063,3.254,0.585,4,'AAA'
-0.078,0.037,0.012,1.798,0.342,2,'BBB'
0.31,0.446,0.075,2.744,0.51,12,'AA'
0.289,0.651,0.066,7.575,0.813,9,'AAA'
0.112,0.161,0.051,0.692,0.223,3,'BB'
0.079,0.203,0.044,0.835,0.242,9,'BB'
0.027,0.164,0.033,1.925,0.336,4,'A'
0.057,0.082,0.046,0.634,0.159,3,'BB'
0.015,-0.11,0.041,0.305,0.104,12,'BB'
0.173,0.398,0.055,3.121,0.552,3,'AA'
-0.038,-0.181,0.028,0.171,0.108,12,'B'
0.275,0.251,0.073,0.628,0.163,8,'BBB'
0.356,0.29,0.085,0.496,0.12,8,'BB'
0.042,0.069,0.048,0.539,0.148,12,'BB'
0.085,0.191,0.052,0.726,0.126,11,'BBB'
0.236,0.31,0.068,1.243,0.281,2,'BBB'
0.095,0.207,0.055,1.049,0.247,9,'BBB'
-0.017,-0.09,0.022,0.582,0.121,5,'BB'
0.107,0.309,0.044,2.209,0.342,5,'A'
0.011,0.226,0.03,3.161,0.489,5,'AA'
0.029,0.082,0.047,0.551,0.106,6,'BBB'
0.153,0.26,0.056,1.339,0.304,10,'BBB'
-0.026,-0.02,0.03,0.369,0.107,12,'B'
-0.103,-0.388,0.004,0.408,0.141,7,'B'
-0.055,-0.167,0.017,0.369,0.16,8,'BB'
-0.084,-0.31,0.009,0.252,0.192,5,'B'
-0.001,-0.056,0.033,0.429,0.138,8,'BB'
0.099,0.278,0.043,1.32,0.187,2,'BBB'
0.151,0.178,0.058,0.662,0.218,8,'BB'
0.116,0.122,0.051,1.17,0.371,5,'BBB'
0.341,0.634,0.081,5.845,0.626,7,'AAA'
0.008,0.04,0.045,0.51,0.124,6,'BB'
0.114,0.194,0.054,0.721,0.209,8,'BBB'
0.162,0.117,0.05,0.662,0.18,10,'BB'
0.172,0.368,0.057,1.404,0.254,11,'BBB'
-0.002,0.01,0.034,0.288,0.086,10,'BB'
0.481,0.696,0.099,3.969,0.532,1,'AAA'
0.051,0.177,0.042,1.092,0.239,8,'BBB'
-0.005,-0.147,0.032,0.262,0.098,5,'B'
0.059,0.171,0.042,1.894,0.22,5,'A'
-0.047,-0.19,0.025,0.359,0.294,12,'B'
0.303,0.267,0.068,0.675,0.217,4,'BB'
0.162,0.278,0.061,1.117,0.268,2,'BBB'
0.099,0.192,0.049,0.809,0.175,12,'BBB'
0.488,0.409,0.096,1.101,0.277,2,'BBB'
0.293,0.502,0.059,2.2,0.41,3,'AA'
0.048,0.258,0.042,1.188,0.26,12,'BBB'
-0.021,0.091,0.024,0.941,0.203,2,'BB'
-0.011,-0.51,0.032,0.061,0.069,7,'B'
0.256,0.459,0.059,3.83,0.416,12,'AAA'
0.244,0.407,0.07,1.392,0.254,1,'BBB'
0.196,0.351,0.066,2.043,0.28,1,'A'
0.171,0.666,0.052,5.293,0.765,4,'AAA'
0.242,0.393,0.072,2.198,0.404,11,'AA'
0.049,0.308,0.042,3.147,0.908,3,'AA'
0.554,0.971,0.101,19.163,1.322,8,'AAA'
0.021,0.08,0.042,0.722,0.242,7,'BB'
0.101,0.211,0.052,0.97,0.342,4,'BBB'
0.037,0.058,0.045,0.371,0.131,7,'BB'
0.02,0.023,0.037,0.409,0.165,12,'BB'
0.074,0.064,0.045,0.343,0.092,6,'BB'
-0.039,0.022,0.018,0.933,0.252,8,'BBB'
-0.104,-0.674,-0.005,0.448,0.162,6,'CCC'
-0.059,0.04,0.019,1.699,0.346,1,'BBB'
0.458,0.792,0.09,9.713,0.676,8,'AAA'
0.147,0.347,0.053,2.217,0.392,1,'A'
0.343,0.601,0.086,2.255,0.312,9,'AA'
0.385,0.534,0.082,2.037,0.263,7,'A'
0.079,0.244,0.043,3.273,0.312,9,'AA'
0.266,0.496,0.074,3.101,0.344,1,'AA'
0.04,0.179,0.05,0.883,0.123,3,'BBB'
0.002,0.12,0.041,1.21,0.183,12,'BBB'
0.091,0.112,0.047,0.815,0.183,10,'BB'
-0.07,-0.12,0.018,0.472,0.27,8,'BB'
0.021,0.12,0.026,2.177,0.376,10,'A'
0.333,0.506,0.078,3.243,0.477,12,'AAA'
0.022,0.124,0.032,1.296,0.303,2,'BBB'
0.235,0.419,0.064,2.338,0.359,2,'AA'
0.33,0.627,0.073,3.643,0.509,2,'AAA'
0.166,0.267,0.058,1.072,0.304,8,'BBB'
0.1,0.038,0.044,0.332,0.11,3,'BB'
-0.068,-0.391,0.021,0.259,0.108,2,'CCC'
0.217,0.317,0.063,1.366,0.263,12,'BBB'
0.095,0.09,0.048,0.406,0.132,10,'BB'
0.367,0.575,0.087,4.173,0.461,8,'AAA'
0.174,-0.148,0.061,0.055,0.063,3,'BB'
0.461,0.844,0.091,12.051,0.894,2,'AAA'
0.246,0.376,0.064,2.303,0.321,6,'AA'
0.122,0.528,0.052,5.051,0.626,3,'AAA'
0.38,0.602,0.076,6.242,0.905,5,'AAA'
0.298,0.687,0.064,11.35,0.891,1,'AAA'
0.066,0.249,0.042,1.99,0.373,1,'BBB'
0.381,0.602,0.078,5.064,0.711,7,'AAA'
-0.016,-0.02,0.031,0.467,0.186,6,'BB'
0.224,0.167,0.063,0.515,0.142,10,'BB'
0.137,0.395,0.051,3.217,0.517,11,'AAA'
-0.052,-0.002,0.029,0.764,0.204,10,'BB'
0.203,0.232,0.059,0.72,0.204,9,'BBB'
0.032,-0.534,0.039,0.084,0.067,2,'CCC'
0.648,0.855,0.144,7.181,0.675,12,'AAA'
0.358,0.484,0.079,1.498,0.234,11,'A'
0.066,0.075,0.05,0.782,0.2,2,'BB'
-0.032,-0.042,0.026,0.784,0.277,5,'BB'
0.018,0.195,0.039,1.302,0.219,2,'BBB'
-0.172,-0.324,-0.009,0.314,0.117,9,'B'
0.007,-0.029,0.038,0.29,0.091,5,'B'
0.209,0.412,0.055,3.995,0.463,1,'AAA'
-0.007,-0.033,0.038,0.41,0.151,10,'B'
0.238,0.574,0.071,5.042,0.436,2,'AAA'
0.122,-0.146,0.075,0.072,0.065,11,'B'
0.142,0.519,0.06,4.645,0.841,8,'AAA'
0.147,0.397,0.056,0.897,0.213,12,'BBB'
0.095,0.153,0.049,1.073,0.248,10,'BBB'
0.091,0.217,0.044,1.194,0.285,5,'BBB'
0.147,0.336,0.052,2.284,0.385,11,'AA'
0.305,0.269,0.084,0.787,0.14,4,'BBB'
0.275,0.394,0.08,1.274,0.188,2,'BBB'
0.066,0.181,0.043,0.994,0.273,9,'BB'
0.491,0.884,0.088,15.686,0.834,2,'AAA'
-0.007,0.128,0.036,1.045,0.313,7,'BBB'
0.169,0.187,0.058,0.808,0.213,7,'BBB'
0.009,-0.107,0.036,0.284,0.117,4,'B'
0.146,0.289,0.053,1.267,0.312,1,'BBB'
0.276,0.492,0.064,2.709,0.476,2,'AA'
0.121,0.212,0.051,1.102,0.244,7,'BBB'
0.037,0.174,0.041,1.049,0.291,6,'BBB'
-0.073,-0.242,0.016,0.422,0.134,5,'B'
0.094,0.263,0.052,1.716,0.34,3,'A'
0.124,0.247,0.057,1.822,0.3,2,'BBB'
-0.177,-0.112,-0.009,1.302,0.336,1,'BBB'
0.131,0.313,0.055,1.743,0.364,12,'A'
0.006,-0.247,0.032,0.103,0.08,8,'B'
0.24,0.372,0.069,1.892,0.343,9,'A'
0.052,0.254,0.038,1.95,0.406,8,'A'
0.262,0.459,0.071,3.297,0.286,9,'AAA'
-0.055,0.017,0.02,1.005,0.394,3,'BB'
0.092,-0.178,0.049,0.051,0.068,12,'B'
-0.011,0.119,0.03,1.059,0.176,1,'BBB'
0.256,0.345,0.059,2.984,0.73,5,'AA'
-0.023,0.117,0.033,0.535,0.169,1,'BB'
0.027,0.265,0.036,2.487,0.358,11,'AA'
0.02,-0.046,0.029,0.387,0.257,9,'BB'
0.16,0.264,0.056,1.815,0.26,1,'A'
0.101,0.243,0.049,1.564,0.344,1,'BBB'
0.127,0.202,0.051,0.905,0.253,11,'BBB'
0.077,0.183,0.051,0.844,0.213,11,'BBB'
0.115,0.204,0.051,0.675,0.168,8,'BB'
0.21,0.31,0.059,0.938,0.266,2,'BBB'
-0.057,-0.187,0.013,0.552,0.238,5,'BB'
0.014,0.1,0.039,1.3,0.224,10,'BB'
0.103,0.21,0.055,0.494,0.121,3,'BBB'
0.188,0.277,0.056,1.968,0.374,4,'A'
0.02,0.075,0.032,0.733,0.132,9,'BB'
-0.582,-1.182,-0.084,1.458,0.884,12,'B'
-0.026,0.005,0.03,0.883,0.103,10,'BBB'
0.101,-0.029,0.053,0.114,0.064,5,'BB'
0.056,0.139,0.042,0.468,0.115,6,'BB'
-0.004,0.214,0.035,2.198,0.367,12,'A'
0.162,0.376,0.06,1.817,0.214,2,'A'
0.528,0.613,0.106,2.051,0.207,12,'AA'
0.236,0.319,0.059,0.897,0.29,7,'BBB'
0.014,0.132,0.034,1.685,0.298,11,'A'
0.202,0.3,0.061,2.069,0.259,6,'A'
-0.013,0.124,0.031,2.344,0.74,4,'A'
-0.093,-0.277,0.013,0.368,0.157,5,'BB'
0.182,0.196,0.058,1.393,0.252,4,'BBB'
0.179,0.34,0.053,2.122,0.406,9,'A'
0.114,0.184,0.052,1.087,0.24,9,'BBB'
0.037,0.283,0.042,3.268,0.473,8,'AA'
0.073,0.308,0.051,1.604,0.219,4,'A'
0.319,0.231,0.067,0.722,0.124,6,'BBB'
0.391,0.269,0.075,0.807,0.216,4,'BBB'
0.509,0.886,0.079,8.915,0.645,8,'AAA'
0.14,0.056,0.053,0.181,0.072,9,'BB'
0.179,0.201,0.054,1.344,0.243,4,'BBB'
0.447,0.461,0.08,1.546,0.176,12,'A'
0.254,0.265,0.063,0.67,0.184,5,'BBB'
0.272,0.279,0.062,0.912,0.244,7,'BBB'
0.173,0.388,0.054,3.388,0.494,8,'AAA'
0.016,0.022,0.039,0.326,0.12,5,'B'
-0.038,-0.054,0.023,0.342,0.14,2,'B'
0.328,0.375,0.071,1.635,0.277,12,'A'
0.193,0.279,0.068,0.715,0.187,7,'BBB'
0.504,0.582,0.104,1.861,0.325,1,'A'
0.052,0.287,0.042,4.212,0.895,7,'AAA'
0.083,0.066,0.045,0.458,0.122,3,'BB'
0.213,0.427,0.057,2.714,0.534,5,'AA'
0.015,-0.183,0.034,0.134,0.108,9,'CCC'
0.286,0.583,0.069,6.562,0.842,4,'AAA'
0.022,0.144,0.041,1.004,0.244,11,'BBB'
0.302,0.359,0.067,1.821,0.33,10,'A'
0.325,0.416,0.082,1.676,0.446,10,'A'
0.162,0.299,0.055,1.233,0.278,1,'BBB'
0.18,0.272,0.055,1.408,0.336,11,'A'
-0.011,0.062,0.036,1.064,0.234,5,'BB'
0.045,0.094,0.04,0.603,0.213,10,'BBB'
0.037,0.079,0.039,1.018,0.25,12,'BBB'
0.111,0.277,0.049,2.658,0.444,6,'AA'
0.395,0.389,0.087,0.854,0.143,4,'BBB'
0.297,0.467,0.078,3.093,0.361,5,'AA'
0.332,0.281,0.075,0.684,0.132,4,'BBB'
-0.037,0.004,0.023,0.663,0.203,5,'BB'
0.563,0.836,0.099,14.959,0.98,2,'AAA'
0.282,0.467,0.074,2.493,0.264,8,'AA'
0.576,0.582,0.117,1.208,0.218,11,'A'
0.121,0.194,0.056,1.569,0.263,1,'BBB'
-0.115,-0.352,-0.003,0.412,0.111,12,'B'
0.184,0.401,0.055,2.624,0.443,3,'AA'
0.237,0.254,0.064,0.579,0.162,11,'BBB'
0.249,0.432,0.07,1.747,0.35,2,'A'
0.171,0.324,0.062,2.728,0.375,10,'A'
-0.019,0.103,0.043,0.427,0.125,3,'BB'
0.414,0.655,0.095,11.815,0.939,12,'AAA'
0.123,0.136,0.05,0.655,0.124,5,'BBB'
0.28,0.473,0.071,1.574,0.326,9,'A'
0.327,0.438,0.07,2.179,0.382,6,'AA'
0.055,0.226,0.05,1.364,0.398,3,'BBB'
0.025,0.07,0.036,0.698,0.175,2,'B'
0.02,-0.011,0.036,0.352,0.118,8,'B'
0.177,0.291,0.06,1.79,0.276,4,'A'
0.413,0.557,0.084,2.288,0.373,6,'AA'
0.049,0.417,0.043,3.78,0.782,5,'AAA'
0.236,0.38,0.063,1.113,0.254,5,'BBB'
0,0.062,0.031,1.388,0.404,11,'BBB'
0.169,0.436,0.061,2.294,0.405,8,'AA'
0.486,0.736,0.093,6.572,0.636,11,'AAA'
0.197,0.245,0.058,1.33,0.232,5,'BBB'
0.164,0.275,0.056,1.587,0.242,11,'BBB'
0.114,0.223,0.05,1.479,0.402,3,'A'
0.042,0.305,0.036,6.687,0.833,12,'AAA'
-0.027,-0.208,0.026,0.177,0.111,2,'CCC'
0.004,0.157,0.031,1.11,0.205,1,'BBB'
-0.086,-0.777,0.01,0.129,0.076,1,'CCC'
0.053,0.111,0.044,0.924,0.196,8,'BBB'
-0.053,0.042,0.02,1.804,0.296,8,'BBB'
0.448,0.735,0.099,4.106,0.458,4,'AAA'
-0.003,-0.047,0.033,0.237,0.106,4,'B'
-0.023,-0.037,0.029,0.354,0.11,4,'B'
0.174,0.073,0.055,0.647,0.273,3,'BBB'
-0.033,-0.178,0.03,0.232,0.11,11,'B'
0.022,0.069,0.034,0.886,0.191,4,'BB'
0.077,0.157,0.05,1.093,0.327,2,'BB'
0.173,0.388,0.062,2.887,0.539,3,'AA'
0.211,0.318,0.059,1.169,0.224,1,'BB'
0.126,0.099,0.048,0.615,0.217,9,'BB'
0.153,0.208,0.055,1.457,0.291,10,'BBB'
0.447,0.804,0.093,14.591,1.116,8,'AAA'
0.414,0.577,0.085,2.325,0.299,12,'AA'
-0.035,0.078,0.031,0.905,0.437,11,'BBB'
0.192,0.224,0.058,0.902,0.248,2,'BBB'
0.08,0.125,0.052,0.295,0.109,12,'BB'
0.04,0.025,0.043,0.457,0.123,7,'BB'
0.098,0.216,0.047,1.167,0.252,5,'BBB'
0.202,0.22,0.062,0.725,0.131,7,'BB'
0.241,0.335,0.062,1.448,0.292,5,'BBB'
0.686,1.248,0.174,19.856,0.509,2,'AAA'
0.219,0.26,0.061,1.086,0.274,12,'BBB'
0.023,0.256,0.038,5.345,0.437,7,'AAA'
-0.024,0.179,0.04,1.79,0.628,9,'BBB'
0.274,0.561,0.074,4.812,0.603,1,'AAA'
0.111,0.103,0.047,0.434,0.135,1,'BB'
0.219,0.403,0.066,2.491,0.329,6,'AA'
0.199,0.446,0.06,4.534,0.766,12,'AAA'
0.239,0.313,0.057,1.379,0.313,5,'BBB'
0.031,0.05,0.043,0.793,0.244,9,'BB'
0.211,0.302,0.06,1.059,0.246,6,'A'
0.281,0.264,0.074,1.337,0.224,3,'BBB'
0.118,0.221,0.047,1.536,0.352,7,'A'
0.013,0.042,0.038,0.112,0.097,10,'B'
0.316,0.12,0.083,0.098,0.074,3,'BB'
0.084,0.144,0.04,0.824,0.132,5,'BBB'
-0.035,0.103,0.033,1.369,0.333,2,'BBB'
0.13,0.216,0.049,1.406,0.45,2,'BBB'
0.185,0.257,0.062,1.015,0.235,1,'BBB'
0.008,-0.269,0.037,0.253,0.12,11,'B'
0.166,0.441,0.05,2.288,0.299,7,'AA'
0.107,0.35,0.053,3.192,0.384,1,'AA'
0.205,0.306,0.064,1.406,0.232,4,'BBB'
0.315,0.496,0.063,6.521,0.666,10,'AAA'
0.04,0.143,0.041,1.299,0.317,1,'BBB'
0.134,0.214,0.048,0.909,0.22,5,'BBB'
0.629,1.137,0.14,21.555,1.204,9,'AAA'
-0.082,-0.304,0.015,0.396,0.127,3,'BB'
0.24,0.763,0.072,13.381,1.122,12,'AAA'
-0.877,-1.391,-0.21,0.228,0.217,2,'CCC'
0.381,0.43,0.082,0.884,0.235,4,'BB'
0.158,0.216,0.053,1.213,0.257,3,'A'
0.286,0.446,0.062,1.844,0.493,3,'A'
0.247,0.711,0.07,12.297,0.557,7,'AAA'
0.189,0.223,0.06,1.352,0.364,3,'A'
0.241,0.385,0.054,4.409,0.352,5,'AAA'
0.34,0.334,0.078,0.643,0.21,11,'BBB'
0.086,0.143,0.05,0.706,0.245,12,'BBB'
0.008,0.131,0.032,1.182,0.321,8,'BBB'
0.089,0.187,0.048,1.447,0.209,2,'BBB'
0.064,0.24,0.045,2.258,0.351,12,'A'
0.146,0.354,0.049,1.194,0.213,3,'BBB'
0.06,0.213,0.045,1.411,0.31,8,'A'
0.496,0.655,0.108,1.797,0.122,12,'A'
0.039,0.056,0.041,0.686,0.183,3,'BB'
0.506,0.815,0.111,6.942,0.612,2,'AAA'
-0.121,-0.106,0.006,0.631,0.131,6,'B'
0.261,0.561,0.069,3.465,0.583,3,'AAA'
0.111,0.097,0.052,0.384,0.102,8,'BB'
